State,Condition Group,Condition,Age Group,COVID-19 Deaths,Number of Mentions,Broad Condition Group
Oregon,Diabetes,Diabetes,5,362,365,0
Oregon,Diabetes,Diabetes,6,444,449,0
Oregon,Diabetes,Diabetes,7,331,332,0
Oregon,Obesity,Obesity,1,19,19,0
Oregon,Obesity,Obesity,2,41,41,0
Oregon,Obesity,Obesity,3,81,81,0
Oregon,Obesity,Obesity,4,127,129,0
Oregon,Obesity,Obesity,5,141,144,0
Oregon,Obesity,Obesity,6,76,76,0
Oregon,Obesity,Obesity,7,21,21,0
Oregon,Alzheimer disease,Alzheimer disease,0,0,0,0
Oregon,Alzheimer disease,Alzheimer disease,1,0,0,0
Oregon,Alzheimer disease,Alzheimer disease,2,0,0,0
Oregon,Alzheimer disease,Alzheimer disease,5,39,39,0
Oregon,Alzheimer disease,Alzheimer disease,6,166,167,0
Oregon,Alzheimer disease,Alzheimer disease,7,336,338,0
Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,0,0,0,0
Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,1,0,0,0
Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,2,0,0,0
Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,4,25,25,0
Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,5,106,106,0
Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,6,374,374,0
Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,7,708,712,0
Oregon,Renal failure,Renal failure,2,36,37,0
Oregon,Renal failure,Renal failure,3,73,76,0
Oregon,Renal failure,Renal failure,4,174,180,0
Oregon,Renal failure,Renal failure,5,241,264,0
Oregon,Renal failure,Renal failure,6,269,287,0
Oregon,Renal failure,Renal failure,7,292,310,0
Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",2,17,42,0
Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",3,19,41,0
Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",4,40,71,0
Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",5,65,115,0
Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",6,108,194,0
Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",7,116,232,0
Oregon,All other conditions and causes (residual),All other conditions and causes (residual),0,19,45,0
Oregon,All other conditions and causes (residual),All other conditions and causes (residual),1,41,71,0
Oregon,All other conditions and causes (residual),All other conditions and causes (residual),2,142,256,0
Oregon,All other conditions and causes (residual),All other conditions and causes (residual),3,295,554,0
Oregon,All other conditions and causes (residual),All other conditions and causes (residual),4,663,1185,0
Oregon,All other conditions and causes (residual),All other conditions and causes (residual),5,1074,1929,0
Oregon,All other conditions and causes (residual),All other conditions and causes (residual),6,1368,2392,0
Oregon,All other conditions and causes (residual),All other conditions and causes (residual),7,1356,2311,0
Oregon,COVID-19,COVID-19,0,33,33,0
Oregon,COVID-19,COVID-19,1,79,79,0
Oregon,COVID-19,COVID-19,2,236,236,0
Oregon,COVID-19,COVID-19,3,519,519,0
Oregon,COVID-19,COVID-19,4,1174,1174,0
Oregon,COVID-19,COVID-19,5,1865,1865,0
Oregon,COVID-19,COVID-19,6,2437,2437,0
Oregon,COVID-19,COVID-19,7,2744,2744,0
Pennsylvania,Respiratory diseases,Influenza and pneumonia,0,35,38,2
Pennsylvania,Respiratory diseases,Influenza and pneumonia,1,129,136,2
Pennsylvania,Respiratory diseases,Influenza and pneumonia,2,383,407,2
Pennsylvania,Respiratory diseases,Influenza and pneumonia,3,1094,1131,2
Pennsylvania,Respiratory diseases,Influenza and pneumonia,4,2797,2918,2
Pennsylvania,Respiratory diseases,Influenza and pneumonia,5,4996,5181,2
Pennsylvania,Respiratory diseases,Influenza and pneumonia,6,5818,5970,2
Pennsylvania,Respiratory diseases,Influenza and pneumonia,7,6024,6133,2
Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,1,21,21,2
Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,2,32,32,2
Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,3,127,130,2
Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,4,512,540,2
Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,5,1168,1246,2
Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,6,1595,1663,2
Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,7,1363,1406,2
Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,0,14,14,2
Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,1,49,49,2
Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,2,117,117,2
Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,3,340,340,2
Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,4,798,798,2
Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,5,1091,1091,2
Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,6,768,768,2
Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,7,525,525,2
Pennsylvania,Respiratory diseases,Respiratory failure,0,49,51,2
Pennsylvania,Respiratory diseases,Respiratory failure,1,129,130,2
Pennsylvania,Respiratory diseases,Respiratory failure,2,379,385,2
Pennsylvania,Respiratory diseases,Respiratory failure,3,1092,1107,2
Pennsylvania,Respiratory diseases,Respiratory failure,4,3020,3086,2
Pennsylvania,Respiratory diseases,Respiratory failure,5,5412,5605,2
Pennsylvania,Respiratory diseases,Respiratory failure,6,6465,6692,2
Pennsylvania,Respiratory diseases,Respiratory failure,7,6612,6788,2
Pennsylvania,Respiratory diseases,Respiratory arrest,1,11,11,2
Pennsylvania,Respiratory diseases,Respiratory arrest,2,13,13,2
Pennsylvania,Respiratory diseases,Respiratory arrest,3,50,50,2
Pennsylvania,Respiratory diseases,Respiratory arrest,4,100,100,2
Pennsylvania,Respiratory diseases,Respiratory arrest,5,240,240,2
Pennsylvania,Respiratory diseases,Respiratory arrest,6,315,315,2
Pennsylvania,Respiratory diseases,Respiratory arrest,7,422,422,2
Pennsylvania,Respiratory diseases,Other diseases of the respiratory system,0,11,13,2
Pennsylvania,Respiratory diseases,Other diseases of the respiratory system,1,20,21,2
Pennsylvania,Respiratory diseases,Other diseases of the respiratory system,2,38,41,2
Pennsylvania,Respiratory diseases,Other diseases of the respiratory system,3,118,131,2
Pennsylvania,Respiratory diseases,Other diseases of the respiratory system,4,381,405,2
Pennsylvania,Respiratory diseases,Other diseases of the respiratory system,5,617,647,2
Pennsylvania,Respiratory diseases,Other diseases of the respiratory system,6,757,793,2
Pennsylvania,Respiratory diseases,Other diseases of the respiratory system,7,750,780,2
Pennsylvania,Circulatory diseases,Hypertensive diseases,1,13,13,1
Pennsylvania,Circulatory diseases,Hypertensive diseases,2,83,83,1
Pennsylvania,Circulatory diseases,Hypertensive diseases,3,298,299,1
Pennsylvania,Circulatory diseases,Hypertensive diseases,4,775,783,1
Pennsylvania,Circulatory diseases,Hypertensive diseases,5,1508,1520,1
Pennsylvania,Circulatory diseases,Hypertensive diseases,6,2095,2118,1
Pennsylvania,Circulatory diseases,Hypertensive diseases,7,3048,3108,1
Pennsylvania,Circulatory diseases,Ischemic heart disease,2,25,30,1
Pennsylvania,Circulatory diseases,Ischemic heart disease,3,139,158,1
Pennsylvania,Circulatory diseases,Ischemic heart disease,4,446,497,1
Pennsylvania,Circulatory diseases,Ischemic heart disease,5,1114,1231,1
Pennsylvania,Circulatory diseases,Ischemic heart disease,6,1704,1838,1
Pennsylvania,Circulatory diseases,Ischemic heart disease,7,2266,2404,1
Pennsylvania,Circulatory diseases,Cardiac arrest,0,13,13,1
Pennsylvania,Circulatory diseases,Cardiac arrest,1,35,35,1
Pennsylvania,Circulatory diseases,Cardiac arrest,2,90,90,1
Pennsylvania,Circulatory diseases,Cardiac arrest,3,270,270,1
Pennsylvania,Circulatory diseases,Cardiac arrest,4,628,628,1
Pennsylvania,Circulatory diseases,Cardiac arrest,5,1019,1019,1
Pennsylvania,Circulatory diseases,Cardiac arrest,6,1109,1109,1
Pennsylvania,Circulatory diseases,Cardiac arrest,7,1200,1200,1
Pennsylvania,Circulatory diseases,Cardiac arrhythmia,1,11,12,1
Pennsylvania,Circulatory diseases,Cardiac arrhythmia,2,28,30,1
Pennsylvania,Circulatory diseases,Cardiac arrhythmia,3,99,102,1
Pennsylvania,Circulatory diseases,Cardiac arrhythmia,4,314,325,1
Pennsylvania,Circulatory diseases,Cardiac arrhythmia,5,803,827,1
Pennsylvania,Circulatory diseases,Cardiac arrhythmia,6,1537,1594,1
Pennsylvania,Circulatory diseases,Cardiac arrhythmia,7,2238,2279,1
Pennsylvania,Circulatory diseases,Heart failure,2,14,14,1
Pennsylvania,Circulatory diseases,Heart failure,3,90,90,1
Pennsylvania,Circulatory diseases,Heart failure,4,286,286,1
Pennsylvania,Circulatory diseases,Heart failure,5,774,774,1
Pennsylvania,Circulatory diseases,Heart failure,6,1429,1429,1
Pennsylvania,Circulatory diseases,Heart failure,7,2475,2475,1
Pennsylvania,Circulatory diseases,Cerebrovascular diseases,2,26,29,1
Pennsylvania,Circulatory diseases,Cerebrovascular diseases,3,74,80,1
Pennsylvania,Circulatory diseases,Cerebrovascular diseases,4,295,306,1
Pennsylvania,Circulatory diseases,Cerebrovascular diseases,5,619,645,1
Pennsylvania,Circulatory diseases,Cerebrovascular diseases,6,842,869,1
Pennsylvania,Circulatory diseases,Cerebrovascular diseases,7,1072,1101,1
Pennsylvania,Circulatory diseases,Other diseases of the circulatory system,0,22,24,1
Pennsylvania,Circulatory diseases,Other diseases of the circulatory system,1,41,48,1
Pennsylvania,Circulatory diseases,Other diseases of the circulatory system,2,79,92,1
Pennsylvania,Circulatory diseases,Other diseases of the circulatory system,3,246,286,1
Pennsylvania,Circulatory diseases,Other diseases of the circulatory system,4,600,672,1
Pennsylvania,Circulatory diseases,Other diseases of the circulatory system,5,977,1088,1
Pennsylvania,Circulatory diseases,Other diseases of the circulatory system,6,1213,1329,1
Pennsylvania,Circulatory diseases,Other diseases of the circulatory system,7,1496,1635,1
Pennsylvania,Sepsis,Sepsis,0,20,20,0
Pennsylvania,Sepsis,Sepsis,1,31,31,0
Pennsylvania,Sepsis,Sepsis,2,123,123,0
Pennsylvania,Sepsis,Sepsis,3,279,279,0
Pennsylvania,Sepsis,Sepsis,4,855,855,0
Pennsylvania,Sepsis,Sepsis,5,1362,1362,0
Pennsylvania,Sepsis,Sepsis,6,1305,1305,0
Pennsylvania,Sepsis,Sepsis,7,971,971,0
Pennsylvania,Malignant neoplasms,Malignant neoplasms,2,41,53,0
Pennsylvania,Malignant neoplasms,Malignant neoplasms,3,113,139,0
Pennsylvania,Malignant neoplasms,Malignant neoplasms,4,463,547,0
Pennsylvania,Malignant neoplasms,Malignant neoplasms,5,941,1090,0
Pennsylvania,Malignant neoplasms,Malignant neoplasms,6,1076,1239,0
Pennsylvania,Malignant neoplasms,Malignant neoplasms,7,917,1029,0
Pennsylvania,Diabetes,Diabetes,1,23,24,0
Pennsylvania,Diabetes,Diabetes,2,97,97,0
Pennsylvania,Diabetes,Diabetes,3,304,306,0
Pennsylvania,Diabetes,Diabetes,4,832,839,0
Pennsylvania,Diabetes,Diabetes,5,1493,1505,0
Pennsylvania,Diabetes,Diabetes,6,1756,1761,0
Pennsylvania,Diabetes,Diabetes,7,1511,1519,0
Pennsylvania,Obesity,Obesity,0,22,22,0
Pennsylvania,Obesity,Obesity,1,54,55,0
Pennsylvania,Obesity,Obesity,2,161,161,0
Pennsylvania,Obesity,Obesity,3,300,300,0
Pennsylvania,Obesity,Obesity,4,489,489,0
Pennsylvania,Obesity,Obesity,5,472,473,0
Pennsylvania,Obesity,Obesity,6,248,250,0
Pennsylvania,Obesity,Obesity,7,88,88,0
Pennsylvania,Alzheimer disease,Alzheimer disease,0,0,0,0
Pennsylvania,Alzheimer disease,Alzheimer disease,1,0,0,0
Pennsylvania,Alzheimer disease,Alzheimer disease,2,0,0,0
Pennsylvania,Alzheimer disease,Alzheimer disease,4,12,12,0
Pennsylvania,Alzheimer disease,Alzheimer disease,5,98,98,0
Pennsylvania,Alzheimer disease,Alzheimer disease,6,388,389,0
Pennsylvania,Alzheimer disease,Alzheimer disease,7,1046,1046,0
Pennsylvania,Vascular and unspecified dementia,Vascular and unspecified dementia,0,0,0,0
Pennsylvania,Vascular and unspecified dementia,Vascular and unspecified dementia,1,0,0,0
Pennsylvania,Vascular and unspecified dementia,Vascular and unspecified dementia,2,0,0,0
Pennsylvania,Vascular and unspecified dementia,Vascular and unspecified dementia,4,66,66,0
Pennsylvania,Vascular and unspecified dementia,Vascular and unspecified dementia,5,387,388,0
Pennsylvania,Vascular and unspecified dementia,Vascular and unspecified dementia,6,1425,1432,0
Pennsylvania,Vascular and unspecified dementia,Vascular and unspecified dementia,7,3431,3438,0
Pennsylvania,Renal failure,Renal failure,1,28,29,0
Pennsylvania,Renal failure,Renal failure,2,88,90,0
Pennsylvania,Renal failure,Renal failure,3,258,266,0
Pennsylvania,Renal failure,Renal failure,4,799,828,0
Pennsylvania,Renal failure,Renal failure,5,1364,1443,0
Pennsylvania,Renal failure,Renal failure,6,1588,1705,0
Pennsylvania,Renal failure,Renal failure,7,1752,1865,0
Pennsylvania,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0,20,48,0
Pennsylvania,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",1,29,84,0
Pennsylvania,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",2,50,137,0
Pennsylvania,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",3,99,210,0
Pennsylvania,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",4,186,361,0
Pennsylvania,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",5,329,574,0
Pennsylvania,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",6,410,774,0
Pennsylvania,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",7,552,1114,0
Pennsylvania,All other conditions and causes (residual),All other conditions and causes (residual),0,76,141,0
Pennsylvania,All other conditions and causes (residual),All other conditions and causes (residual),1,132,228,0
Pennsylvania,All other conditions and causes (residual),All other conditions and causes (residual),2,363,577,0
Pennsylvania,All other conditions and causes (residual),All other conditions and causes (residual),3,1069,1772,0
Pennsylvania,All other conditions and causes (residual),All other conditions and causes (residual),4,2803,4679,0
Pennsylvania,All other conditions and causes (residual),All other conditions and causes (residual),5,4992,8069,0
Pennsylvania,All other conditions and causes (residual),All other conditions and causes (residual),6,6184,9834,0
Pennsylvania,All other conditions and causes (residual),All other conditions and causes (residual),7,7161,11331,0
Pennsylvania,COVID-19,COVID-19,0,137,137,0
Pennsylvania,COVID-19,COVID-19,1,300,300,0
Pennsylvania,COVID-19,COVID-19,2,826,826,0
Pennsylvania,COVID-19,COVID-19,3,2326,2326,0
Pennsylvania,COVID-19,COVID-19,4,6055,6055,0
Pennsylvania,COVID-19,COVID-19,5,10827,10827,0
Pennsylvania,COVID-19,COVID-19,6,14000,14000,0
Pennsylvania,COVID-19,COVID-19,7,18176,18176,0
Rhode Island,Respiratory diseases,Influenza and pneumonia,2,17,19,2
Rhode Island,Respiratory diseases,Influenza and pneumonia,3,74,79,2
Rhode Island,Respiratory diseases,Influenza and pneumonia,4,172,181,2
Rhode Island,Respiratory diseases,Influenza and pneumonia,5,340,348,2
Rhode Island,Respiratory diseases,Influenza and pneumonia,6,414,427,2
Rhode Island,Respiratory diseases,Influenza and pneumonia,7,570,583,2
Rhode Island,Respiratory diseases,Chronic lower respiratory diseases,1,0,0,2
Rhode Island,Respiratory diseases,Chronic lower respiratory diseases,2,0,0,2
Rhode Island,Respiratory diseases,Chronic lower respiratory diseases,4,42,45,2
Rhode Island,Respiratory diseases,Chronic lower respiratory diseases,5,122,128,2
Rhode Island,Respiratory diseases,Chronic lower respiratory diseases,6,148,153,2
Rhode Island,Respiratory diseases,Chronic lower respiratory diseases,7,159,164,2
Rhode Island,Respiratory diseases,Adult respiratory distress syndrome,0,0,0,2
Rhode Island,Respiratory diseases,Adult respiratory distress syndrome,3,19,19,2
Rhode Island,Respiratory diseases,Adult respiratory distress syndrome,4,47,47,2
Rhode Island,Respiratory diseases,Adult respiratory distress syndrome,5,108,108,2
Rhode Island,Respiratory diseases,Adult respiratory distress syndrome,6,99,99,2
Rhode Island,Respiratory diseases,Adult respiratory distress syndrome,7,144,144,2
Rhode Island,Respiratory diseases,Respiratory failure,2,12,12,2
Rhode Island,Respiratory diseases,Respiratory failure,3,39,39,2
Rhode Island,Respiratory diseases,Respiratory failure,4,123,123,2
Rhode Island,Respiratory diseases,Respiratory failure,5,278,281,2
Rhode Island,Respiratory diseases,Respiratory failure,6,314,318,2
Rhode Island,Respiratory diseases,Respiratory failure,7,428,436,2
Rhode Island,Respiratory diseases,Respiratory arrest,0,0,0,2
Rhode Island,Respiratory diseases,Respiratory arrest,1,0,0,2
Rhode Island,Respiratory diseases,Respiratory arrest,3,0,0,2
Rhode Island,Respiratory diseases,Respiratory arrest,6,15,15,2
Rhode Island,Respiratory diseases,Respiratory arrest,7,32,32,2
Rhode Island,Respiratory diseases,Other diseases of the respiratory system,3,10,12,2
Rhode Island,Respiratory diseases,Other diseases of the respiratory system,4,22,23,2
Rhode Island,Respiratory diseases,Other diseases of the respiratory system,5,46,48,2
Rhode Island,Respiratory diseases,Other diseases of the respiratory system,6,75,77,2
Rhode Island,Respiratory diseases,Other diseases of the respiratory system,7,91,92,2
Rhode Island,Circulatory diseases,Hypertensive diseases,0,0,0,1
Rhode Island,Circulatory diseases,Hypertensive diseases,1,0,0,1
Rhode Island,Circulatory diseases,Hypertensive diseases,3,17,17,1
Rhode Island,Circulatory diseases,Hypertensive diseases,4,62,62,1
Rhode Island,Circulatory diseases,Hypertensive diseases,5,129,131,1
Rhode Island,Circulatory diseases,Hypertensive diseases,6,191,191,1
Rhode Island,Circulatory diseases,Hypertensive diseases,7,351,358,1
Rhode Island,Circulatory diseases,Ischemic heart disease,0,0,0,1
Rhode Island,Circulatory diseases,Ischemic heart disease,1,0,0,1
Rhode Island,Circulatory diseases,Ischemic heart disease,3,17,19,1
Rhode Island,Circulatory diseases,Ischemic heart disease,4,49,54,1
Rhode Island,Circulatory diseases,Ischemic heart disease,5,107,118,1
Rhode Island,Circulatory diseases,Ischemic heart disease,6,144,159,1
Rhode Island,Circulatory diseases,Ischemic heart disease,7,251,266,1
Rhode Island,Circulatory diseases,Cardiac arrest,3,23,23,1
Rhode Island,Circulatory diseases,Cardiac arrest,4,38,39,1
Rhode Island,Circulatory diseases,Cardiac arrest,5,84,84,1
Rhode Island,Circulatory diseases,Cardiac arrest,6,92,92,1
Rhode Island,Circulatory diseases,Cardiac arrest,7,104,104,1
Rhode Island,Circulatory diseases,Cardiac arrhythmia,0,0,0,1
Rhode Island,Circulatory diseases,Cardiac arrhythmia,4,21,23,1
Rhode Island,Circulatory diseases,Cardiac arrhythmia,5,56,56,1
Rhode Island,Circulatory diseases,Cardiac arrhythmia,6,90,90,1
Rhode Island,Circulatory diseases,Cardiac arrhythmia,7,159,160,1
Rhode Island,Circulatory diseases,Heart failure,0,0,0,1
Rhode Island,Circulatory diseases,Heart failure,4,20,20,1
Rhode Island,Circulatory diseases,Heart failure,5,81,81,1
Rhode Island,Circulatory diseases,Heart failure,6,122,122,1
Rhode Island,Circulatory diseases,Heart failure,7,262,262,1
Rhode Island,Circulatory diseases,Cerebrovascular diseases,1,0,0,1
Rhode Island,Circulatory diseases,Cerebrovascular diseases,4,18,18,1
Rhode Island,Circulatory diseases,Cerebrovascular diseases,5,46,47,1
Rhode Island,Circulatory diseases,Cerebrovascular diseases,6,60,62,1
Rhode Island,Circulatory diseases,Cerebrovascular diseases,7,104,107,1
Rhode Island,Circulatory diseases,Other diseases of the circulatory system,3,15,19,1
Rhode Island,Circulatory diseases,Other diseases of the circulatory system,4,40,45,1
Rhode Island,Circulatory diseases,Other diseases of the circulatory system,5,67,74,1
Rhode Island,Circulatory diseases,Other diseases of the circulatory system,6,78,86,1
Rhode Island,Circulatory diseases,Other diseases of the circulatory system,7,123,135,1
Rhode Island,Sepsis,Sepsis,3,17,17,0
Rhode Island,Sepsis,Sepsis,4,42,42,0
Rhode Island,Sepsis,Sepsis,5,69,69,0
Rhode Island,Sepsis,Sepsis,6,56,56,0
Rhode Island,Sepsis,Sepsis,7,50,51,0
Rhode Island,Malignant neoplasms,Malignant neoplasms,3,11,12,0
Rhode Island,Malignant neoplasms,Malignant neoplasms,4,33,35,0
Rhode Island,Malignant neoplasms,Malignant neoplasms,5,77,84,0
Rhode Island,Malignant neoplasms,Malignant neoplasms,6,100,112,0
Rhode Island,Malignant neoplasms,Malignant neoplasms,7,88,100,0
Rhode Island,Diabetes,Diabetes,0,0,0,0
Rhode Island,Diabetes,Diabetes,3,24,24,0
Rhode Island,Diabetes,Diabetes,4,52,53,0
Rhode Island,Diabetes,Diabetes,5,121,121,0
Rhode Island,Diabetes,Diabetes,6,135,136,0
Rhode Island,Diabetes,Diabetes,7,136,137,0
Rhode Island,Obesity,Obesity,0,0,0,0
Rhode Island,Obesity,Obesity,3,17,17,0
Rhode Island,Obesity,Obesity,4,39,39,0
Rhode Island,Obesity,Obesity,5,47,47,0
Rhode Island,Obesity,Obesity,6,21,21,0
Rhode Island,Obesity,Obesity,7,11,11,0
Rhode Island,Alzheimer disease,Alzheimer disease,0,0,0,0
Rhode Island,Alzheimer disease,Alzheimer disease,1,0,0,0
Rhode Island,Alzheimer disease,Alzheimer disease,2,0,0,0
Rhode Island,Alzheimer disease,Alzheimer disease,3,0,0,0
Rhode Island,Alzheimer disease,Alzheimer disease,5,14,14,0
Rhode Island,Alzheimer disease,Alzheimer disease,6,66,66,0
Rhode Island,Alzheimer disease,Alzheimer disease,7,140,140,0
Rhode Island,Vascular and unspecified dementia,Vascular and unspecified dementia,0,0,0,0
Rhode Island,Vascular and unspecified dementia,Vascular and unspecified dementia,1,0,0,0
Rhode Island,Vascular and unspecified dementia,Vascular and unspecified dementia,2,0,0,0
Rhode Island,Vascular and unspecified dementia,Vascular and unspecified dementia,5,47,47,0
Rhode Island,Vascular and unspecified dementia,Vascular and unspecified dementia,6,148,149,0
Rhode Island,Vascular and unspecified dementia,Vascular and unspecified dementia,7,403,403,0
Rhode Island,Renal failure,Renal failure,0,0,0,0
Rhode Island,Renal failure,Renal failure,3,11,11,0
Rhode Island,Renal failure,Renal failure,4,55,59,0
Rhode Island,Renal failure,Renal failure,5,93,96,0
Rhode Island,Renal failure,Renal failure,6,113,121,0
Rhode Island,Renal failure,Renal failure,7,159,169,0
Rhode Island,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",5,23,45,0
Rhode Island,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",6,39,76,0
Rhode Island,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",7,69,155,0
Rhode Island,All other conditions and causes (residual),All other conditions and causes (residual),1,16,27,0
Rhode Island,All other conditions and causes (residual),All other conditions and causes (residual),2,20,36,0
Rhode Island,All other conditions and causes (residual),All other conditions and causes (residual),3,61,89,0
Rhode Island,All other conditions and causes (residual),All other conditions and causes (residual),4,185,304,0
Rhode Island,All other conditions and causes (residual),All other conditions and causes (residual),5,374,588,0
Rhode Island,All other conditions and causes (residual),All other conditions and causes (residual),6,421,636,0
Rhode Island,All other conditions and causes (residual),All other conditions and causes (residual),7,674,1006,0
Rhode Island,COVID-19,COVID-19,1,20,20,0
Rhode Island,COVID-19,COVID-19,2,42,42,0
Rhode Island,COVID-19,COVID-19,3,127,127,0
Rhode Island,COVID-19,COVID-19,4,374,374,0
Rhode Island,COVID-19,COVID-19,5,771,771,0
Rhode Island,COVID-19,COVID-19,6,1021,1021,0
Rhode Island,COVID-19,COVID-19,7,1670,1670,0
South Carolina,Respiratory diseases,Influenza and pneumonia,0,25,26,2
South Carolina,Respiratory diseases,Influenza and pneumonia,1,84,87,2
South Carolina,Respiratory diseases,Influenza and pneumonia,2,220,242,2
South Carolina,Respiratory diseases,Influenza and pneumonia,3,546,574,2
South Carolina,Respiratory diseases,Influenza and pneumonia,4,1284,1360,2
South Carolina,Respiratory diseases,Influenza and pneumonia,5,2124,2246,2
South Carolina,Respiratory diseases,Influenza and pneumonia,6,2225,2322,2
South Carolina,Respiratory diseases,Influenza and pneumonia,7,1542,1590,2
South Carolina,Respiratory diseases,Chronic lower respiratory diseases,2,22,22,2
South Carolina,Respiratory diseases,Chronic lower respiratory diseases,3,80,86,2
South Carolina,Respiratory diseases,Chronic lower respiratory diseases,4,279,292,2
South Carolina,Respiratory diseases,Chronic lower respiratory diseases,5,596,645,2
South Carolina,Respiratory diseases,Chronic lower respiratory diseases,6,691,731,2
South Carolina,Respiratory diseases,Chronic lower respiratory diseases,7,375,394,2
South Carolina,Respiratory diseases,Adult respiratory distress syndrome,1,29,29,2
South Carolina,Respiratory diseases,Adult respiratory distress syndrome,2,97,97,2
South Carolina,Respiratory diseases,Adult respiratory distress syndrome,3,263,263,2
South Carolina,Respiratory diseases,Adult respiratory distress syndrome,4,430,430,2
South Carolina,Respiratory diseases,Adult respiratory distress syndrome,5,562,562,2
South Carolina,Respiratory diseases,Adult respiratory distress syndrome,6,362,362,2
South Carolina,Respiratory diseases,Adult respiratory distress syndrome,7,109,109,2
South Carolina,Respiratory diseases,Respiratory failure,0,25,26,2
South Carolina,Respiratory diseases,Respiratory failure,1,55,57,2
South Carolina,Respiratory diseases,Respiratory failure,2,191,198,2
South Carolina,Respiratory diseases,Respiratory failure,3,480,502,2
South Carolina,Respiratory diseases,Respiratory failure,4,1214,1273,2
South Carolina,Respiratory diseases,Respiratory failure,5,2179,2317,2
South Carolina,Respiratory diseases,Respiratory failure,6,2310,2462,2
South Carolina,Respiratory diseases,Respiratory failure,7,1495,1565,2
South Carolina,Respiratory diseases,Respiratory arrest,3,23,23,2
South Carolina,Respiratory diseases,Respiratory arrest,4,39,39,2
South Carolina,Respiratory diseases,Respiratory arrest,5,69,69,2
South Carolina,Respiratory diseases,Respiratory arrest,6,107,107,2
South Carolina,Respiratory diseases,Respiratory arrest,7,93,93,2
South Carolina,Respiratory diseases,Other diseases of the respiratory system,1,12,12,2
South Carolina,Respiratory diseases,Other diseases of the respiratory system,2,51,57,2
South Carolina,Respiratory diseases,Other diseases of the respiratory system,3,93,105,2
South Carolina,Respiratory diseases,Other diseases of the respiratory system,4,195,210,2
South Carolina,Respiratory diseases,Other diseases of the respiratory system,5,319,341,2
South Carolina,Respiratory diseases,Other diseases of the respiratory system,6,337,366,2
South Carolina,Respiratory diseases,Other diseases of the respiratory system,7,212,218,2
South Carolina,Circulatory diseases,Hypertensive diseases,1,15,15,1
South Carolina,Circulatory diseases,Hypertensive diseases,2,106,107,1
South Carolina,Circulatory diseases,Hypertensive diseases,3,286,292,1
South Carolina,Circulatory diseases,Hypertensive diseases,4,682,688,1
South Carolina,Circulatory diseases,Hypertensive diseases,5,1256,1272,1
South Carolina,Circulatory diseases,Hypertensive diseases,6,1398,1426,1
